DRG Definition,Provider State, Total Discharges ,Average Covered Charges,Average Total Payments,Average Medicare Payments
333 - RECTAL RESECTION W CC,WV,24,58976.83,17674.79,13878.88
333 - RECTAL RESECTION W CC,DE,28,45501.32,18310.25,16285.43
333 - RECTAL RESECTION W CC,NE,31,68232.71,15832.68,13726.23
333 - RECTAL RESECTION W CC,CO,35,89250.46,17246.26,14491.03
333 - RECTAL RESECTION W CC,MS,35,66011.83,15844.6,12065.09
333 - RECTAL RESECTION W CC,NV,35,106304.66,17688.31,15925.4
333 - RECTAL RESECTION W CC,CT,41,65044.44,21117.78,18808.85
333 - RECTAL RESECTION W CC,IA,43,57529.02,16304.19,14488.53
333 - RECTAL RESECTION W CC,OR,47,48065.32,19283.17,15959.81
333 - RECTAL RESECTION W CC,SC,50,77370.26,16092.54,14479.46
333 - RECTAL RESECTION W CC,LA,52,74613.02,15534.52,13581.15
333 - RECTAL RESECTION W CC,KS,54,75666.37,16614.22,13002.94
333 - RECTAL RESECTION W CC,OK,55,61781.29,14850.35,12857.47
333 - RECTAL RESECTION W CC,AR,58,62288.97,14736.4,13253.22
333 - RECTAL RESECTION W CC,KY,69,65689.14,16342.65,14404.96
333 - RECTAL RESECTION W CC,IN,73,67870.36,15698.34,13964.16
333 - RECTAL RESECTION W CC,WA,74,79006.64,19302.42,16027.09
333 - RECTAL RESECTION W CC,WI,76,56281.7,17480.53,14380.26
333 - RECTAL RESECTION W CC,AL,77,73407.51,14615.58,12780.05
333 - RECTAL RESECTION W CC,MD,77,32281.21,29955.35,26490.81
333 - RECTAL RESECTION W CC,NC,89,59940.78,16930.87,14246.75
333 - RECTAL RESECTION W CC,TN,90,67979.38,15574.29,12412.88
333 - RECTAL RESECTION W CC,MN,91,58266.2,20370.08,16156.79
333 - RECTAL RESECTION W CC,VA,92,79012.49,18861.09,15164.01
333 - RECTAL RESECTION W CC,MA,96,62624.1,22964.23,20575.36
333 - RECTAL RESECTION W CC,MO,100,53488.83,14951.3,13171.81
333 - RECTAL RESECTION W CC,AZ,105,82536.03,17292.93,14996.21
333 - RECTAL RESECTION W CC,GA,108,61274.7,15303.31,12995.92
333 - RECTAL RESECTION W CC,OH,116,76975.4,17821.66,13790.59
333 - RECTAL RESECTION W CC,MI,126,47821.41,17204.79,15409.05
333 - RECTAL RESECTION W CC,NJ,151,99419.09,18150.85,15716.54
333 - RECTAL RESECTION W CC,PA,157,86991.09,18055.79,14911.39
333 - RECTAL RESECTION W CC,IL,162,77699.53,17634.38,15155.01
333 - RECTAL RESECTION W CC,NY,206,69203.25,21481.1,17971.09
333 - RECTAL RESECTION W CC,TX,282,83792.51,16581.01,14028.44
333 - RECTAL RESECTION W CC,FL,300,95785.18,15587.18,13202.1
333 - RECTAL RESECTION W CC,CA,327,145085.77,23693.27,20089.5
334 - RECTAL RESECTION W/O CC/MCC,DC,14,70593.21,17300.43,8707.79
334 - RECTAL RESECTION W/O CC/MCC,ND,14,28667,11078.14,7705.21
334 - RECTAL RESECTION W/O CC/MCC,NH,14,39264.79,12574.64,9649.29
334 - RECTAL RESECTION W/O CC/MCC,ID,16,48232.19,10492.81,9211.88
334 - RECTAL RESECTION W/O CC/MCC,ME,17,28480.59,10935.24,9703.24
334 - RECTAL RESECTION W/O CC/MCC,SD,17,39539.59,11820.24,10482.18
334 - RECTAL RESECTION W/O CC/MCC,DE,18,43749.06,14090.11,8844.61
334 - RECTAL RESECTION W/O CC/MCC,NV,18,75176.78,11155.67,9290.5
334 - RECTAL RESECTION W/O CC/MCC,UT,19,27806.21,11111.74,9679
334 - RECTAL RESECTION W/O CC/MCC,WI,23,45408.13,11840.39,8862.39
334 - RECTAL RESECTION W/O CC/MCC,NE,24,41370.38,9997.54,8834.67
334 - RECTAL RESECTION W/O CC/MCC,OR,26,30056.58,11908.19,10501.92
334 - RECTAL RESECTION W/O CC/MCC,IA,28,41273.46,11603.07,8762.89
334 - RECTAL RESECTION W/O CC/MCC,CT,38,49782.84,16246.18,11367.82
334 - RECTAL RESECTION W/O CC/MCC,AR,39,42868.92,9472.46,7967.56
334 - RECTAL RESECTION W/O CC/MCC,KS,43,50371.28,10863.35,8379.53
334 - RECTAL RESECTION W/O CC/MCC,CO,44,70049.64,12508.3,9520.75
334 - RECTAL RESECTION W/O CC/MCC,MS,48,44957.35,9887.71,8284.6
334 - RECTAL RESECTION W/O CC/MCC,OK,48,39337.23,10718.63,9182.5
334 - RECTAL RESECTION W/O CC/MCC,IN,49,55612.69,11011.51,8557.57
334 - RECTAL RESECTION W/O CC/MCC,AZ,50,60561.72,11970.62,9102.2
334 - RECTAL RESECTION W/O CC/MCC,SC,50,57274.38,10809.94,8966.3
334 - RECTAL RESECTION W/O CC/MCC,LA,55,43314.58,9942.95,8391.27
334 - RECTAL RESECTION W/O CC/MCC,MD,56,20214.3,18848.23,15779.29
334 - RECTAL RESECTION W/O CC/MCC,KY,58,43506.57,10922.86,8905.38
334 - RECTAL RESECTION W/O CC/MCC,AL,59,53138.32,9473.95,7743.86
334 - RECTAL RESECTION W/O CC/MCC,MN,59,36321.46,12968.53,10929.64
334 - RECTAL RESECTION W/O CC/MCC,WA,61,48175.44,12632.34,10426.33
334 - RECTAL RESECTION W/O CC/MCC,TN,63,41021.95,10271.81,8313
334 - RECTAL RESECTION W/O CC/MCC,MA,78,36497.47,14390.62,12533.32
334 - RECTAL RESECTION W/O CC/MCC,MO,81,37179.49,10381,8410.06
334 - RECTAL RESECTION W/O CC/MCC,IL,82,54168.07,15038.26,9170.17
334 - RECTAL RESECTION W/O CC/MCC,OH,87,51788.39,11281.02,9000.82
334 - RECTAL RESECTION W/O CC/MCC,NJ,94,63267.11,12663.02,10504.54
334 - RECTAL RESECTION W/O CC/MCC,VA,94,60576.68,11066.61,8791.02
334 - RECTAL RESECTION W/O CC/MCC,GA,95,48102.31,10315.97,8264.69
334 - RECTAL RESECTION W/O CC/MCC,NC,103,43405.72,11199.01,8956.18
334 - RECTAL RESECTION W/O CC/MCC,MI,111,26730.56,11334.52,9602.93
334 - RECTAL RESECTION W/O CC/MCC,PA,116,60556.41,12179.12,9758.47
334 - RECTAL RESECTION W/O CC/MCC,NY,145,47557.7,14060.93,11552.07
334 - RECTAL RESECTION W/O CC/MCC,FL,188,67686.59,10715.23,8403.88
334 - RECTAL RESECTION W/O CC/MCC,CA,189,86205.86,14868.74,12669.11
334 - RECTAL RESECTION W/O CC/MCC,TX,220,56900.2,11080.53,8716.9
335 - PERITONEAL ADHESIOLYSIS W MCC,WY,13,87733.62,38815.62,37801.38
335 - PERITONEAL ADHESIOLYSIS W MCC,DC,16,139958.25,38098.88,33275.63
335 - PERITONEAL ADHESIOLYSIS W MCC,RI,17,65014.59,35885.94,27490.35
335 - PERITONEAL ADHESIOLYSIS W MCC,ID,21,86802,27839.19,26693.33
335 - PERITONEAL ADHESIOLYSIS W MCC,AK,22,122588.55,42881,42041.91
335 - PERITONEAL ADHESIOLYSIS W MCC,ND,24,62796.67,27638.54,25784.42
335 - PERITONEAL ADHESIOLYSIS W MCC,NM,25,92141.4,33452.28,32073.4
335 - PERITONEAL ADHESIOLYSIS W MCC,DE,26,88394.58,31289.27,29415.19
335 - PERITONEAL ADHESIOLYSIS W MCC,MT,26,71341.15,28922.81,28015.92
335 - PERITONEAL ADHESIOLYSIS W MCC,SD,32,91194.84,28934.97,26959.91
335 - PERITONEAL ADHESIOLYSIS W MCC,ME,35,97693.94,33621.09,31975
335 - PERITONEAL ADHESIOLYSIS W MCC,NH,38,79690.97,34593.53,26848.13
335 - PERITONEAL ADHESIOLYSIS W MCC,UT,42,67262.76,29010.36,24042.88
335 - PERITONEAL ADHESIOLYSIS W MCC,NV,43,177131.16,31276.05,27758.49
335 - PERITONEAL ADHESIOLYSIS W MCC,WV,43,78128.02,28563.63,26096.95
335 - PERITONEAL ADHESIOLYSIS W MCC,AR,63,97470.6,24677.13,23209.76
335 - PERITONEAL ADHESIOLYSIS W MCC,OR,66,88976.24,34528.17,30796.5
335 - PERITONEAL ADHESIOLYSIS W MCC,NE,67,108455.04,29555.15,26727.99
335 - PERITONEAL ADHESIOLYSIS W MCC,KS,70,110847.87,26043.27,24848.34
335 - PERITONEAL ADHESIOLYSIS W MCC,CT,80,95883.49,33852,30575.79
335 - PERITONEAL ADHESIOLYSIS W MCC,IA,82,97944.33,30088.5,26260.88
335 - PERITONEAL ADHESIOLYSIS W MCC,OK,82,115764.67,26428.7,24202.87
335 - PERITONEAL ADHESIOLYSIS W MCC,MS,84,118984.82,24728.14,23515.92
335 - PERITONEAL ADHESIOLYSIS W MCC,KY,100,105043.48,28074.42,23996.79
335 - PERITONEAL ADHESIOLYSIS W MCC,LA,106,110645.82,25982.66,22384.27
335 - PERITONEAL ADHESIOLYSIS W MCC,AZ,115,132640.58,30607.5,26041.2
335 - PERITONEAL ADHESIOLYSIS W MCC,CO,115,124889.57,28831.83,27006.44
335 - PERITONEAL ADHESIOLYSIS W MCC,WI,116,97096.93,32306.66,25762.61
335 - PERITONEAL ADHESIOLYSIS W MCC,MN,117,104508.25,34624.68,32274.56
335 - PERITONEAL ADHESIOLYSIS W MCC,AL,119,116561.73,24701.45,22662.31
335 - PERITONEAL ADHESIOLYSIS W MCC,SC,120,150339.97,32393.28,28978.8
335 - PERITONEAL ADHESIOLYSIS W MCC,WA,125,118192.52,32745.36,31250.78
335 - PERITONEAL ADHESIOLYSIS W MCC,MD,126,38362.67,35439.42,32389.18
335 - PERITONEAL ADHESIOLYSIS W MCC,MA,141,63582.71,34692.6,32533.49
335 - PERITONEAL ADHESIOLYSIS W MCC,IN,172,100210.22,28827.44,24960.91
335 - PERITONEAL ADHESIOLYSIS W MCC,TN,172,106744.98,25874.32,23295.64
335 - PERITONEAL ADHESIOLYSIS W MCC,GA,175,105282.37,27896.68,26001.63
335 - PERITONEAL ADHESIOLYSIS W MCC,MO,176,97352.39,28478.09,24157.65
335 - PERITONEAL ADHESIOLYSIS W MCC,NJ,188,206207.93,32725.12,29599.18
335 - PERITONEAL ADHESIOLYSIS W MCC,VA,194,102307.84,27790.23,24622.47
335 - PERITONEAL ADHESIOLYSIS W MCC,NC,203,89489.38,30153.56,25420.63
335 - PERITONEAL ADHESIOLYSIS W MCC,MI,229,81834.93,30599.41,28246.38
335 - PERITONEAL ADHESIOLYSIS W MCC,PA,231,154022.83,30456.44,25734.21
335 - PERITONEAL ADHESIOLYSIS W MCC,OH,282,105078.48,28674.39,25299.23
335 - PERITONEAL ADHESIOLYSIS W MCC,IL,303,126097.51,30666.66,26839.21
335 - PERITONEAL ADHESIOLYSIS W MCC,NY,348,128795.88,39671.77,35356.58
335 - PERITONEAL ADHESIOLYSIS W MCC,TX,461,142815.36,28501.45,24413.3
335 - PERITONEAL ADHESIOLYSIS W MCC,CA,466,218041.67,39238.95,36218.87
335 - PERITONEAL ADHESIOLYSIS W MCC,FL,477,157852.87,26196.08,23878.29
336 - PERITONEAL ADHESIOLYSIS W CC,VT,15,38891.33,21777.47,17537.4
336 - PERITONEAL ADHESIOLYSIS W CC,WY,19,42549.42,19190.63,18070.21
336 - PERITONEAL ADHESIOLYSIS W CC,AK,26,82499.19,26807.92,19754.5
336 - PERITONEAL ADHESIOLYSIS W CC,HI,26,47983.35,21905.27,20438.58
336 - PERITONEAL ADHESIOLYSIS W CC,DC,43,88074.56,21363.98,17854.67
336 - PERITONEAL ADHESIOLYSIS W CC,ND,44,42396.75,15717.23,13408.23
336 - PERITONEAL ADHESIOLYSIS W CC,NM,44,53374.27,18577.32,16063
336 - PERITONEAL ADHESIOLYSIS W CC,MT,48,39908.52,14994.88,13896.6
336 - PERITONEAL ADHESIOLYSIS W CC,RI,51,54869.82,19001.45,16405.78
336 - PERITONEAL ADHESIOLYSIS W CC,ID,58,44468.84,15381.76,12537.43
336 - PERITONEAL ADHESIOLYSIS W CC,SD,58,57491.14,16736.21,14582.12
336 - PERITONEAL ADHESIOLYSIS W CC,DE,61,51052.31,17549.11,13491.59
336 - PERITONEAL ADHESIOLYSIS W CC,NH,67,50587.96,16804.85,15240.27
336 - PERITONEAL ADHESIOLYSIS W CC,ME,71,42477.56,15398.66,13173.41
336 - PERITONEAL ADHESIOLYSIS W CC,NV,79,100915.84,17293.19,14752.72
336 - PERITONEAL ADHESIOLYSIS W CC,WV,79,42771.38,16072.1,12395.77
336 - PERITONEAL ADHESIOLYSIS W CC,NE,96,62542.51,16529.83,13873.91
336 - PERITONEAL ADHESIOLYSIS W CC,OR,116,56137.29,19831.71,15970.61
336 - PERITONEAL ADHESIOLYSIS W CC,UT,116,45757.73,17360.63,13539.34
336 - PERITONEAL ADHESIOLYSIS W CC,AR,128,54165.74,14044.18,12066.58
336 - PERITONEAL ADHESIOLYSIS W CC,CT,132,67137.2,19912.23,17431.16
336 - PERITONEAL ADHESIOLYSIS W CC,IA,134,54010.22,14658.76,13069.09
336 - PERITONEAL ADHESIOLYSIS W CC,MS,143,66806.09,13857.11,12091.32
336 - PERITONEAL ADHESIOLYSIS W CC,KS,157,65617.2,15047.58,13158.9
336 - PERITONEAL ADHESIOLYSIS W CC,KY,166,61547.42,15894.37,12977.89
336 - PERITONEAL ADHESIOLYSIS W CC,CO,177,73038.59,15950.24,13787.58
336 - PERITONEAL ADHESIOLYSIS W CC,OK,184,61395.93,15560.38,11970.78
336 - PERITONEAL ADHESIOLYSIS W CC,SC,216,77682.67,16088.97,13942.57
336 - PERITONEAL ADHESIOLYSIS W CC,LA,219,66590.97,15149.07,12180.8
336 - PERITONEAL ADHESIOLYSIS W CC,WA,223,72073.85,18213.52,15825.71
336 - PERITONEAL ADHESIOLYSIS W CC,WI,233,59207.13,17382.57,14199.88
336 - PERITONEAL ADHESIOLYSIS W CC,AL,237,62883.02,13836.52,11972.39
336 - PERITONEAL ADHESIOLYSIS W CC,MN,241,52397.27,18425.73,15888.25
336 - PERITONEAL ADHESIOLYSIS W CC,AZ,254,79880.56,16972.4,14152.25
336 - PERITONEAL ADHESIOLYSIS W CC,TN,268,59604.63,13915.3,11855.09
336 - PERITONEAL ADHESIOLYSIS W CC,IN,307,65420.9,16074.16,13621.09
336 - PERITONEAL ADHESIOLYSIS W CC,MO,312,62159.74,15402.95,13521.63
336 - PERITONEAL ADHESIOLYSIS W CC,MD,313,23829.65,22047.47,20166.41
336 - PERITONEAL ADHESIOLYSIS W CC,GA,317,67838.09,14904.57,12948.85
336 - PERITONEAL ADHESIOLYSIS W CC,MA,338,47303.98,20171.09,17955.17
336 - PERITONEAL ADHESIOLYSIS W CC,VA,339,63712.12,15542.83,12793.53
336 - PERITONEAL ADHESIOLYSIS W CC,NC,400,53153.9,16853.96,13056.06
336 - PERITONEAL ADHESIOLYSIS W CC,MI,427,49147.47,17156.41,14811.08
336 - PERITONEAL ADHESIOLYSIS W CC,OH,462,62246.66,16410.88,13093.02
336 - PERITONEAL ADHESIOLYSIS W CC,NJ,463,107307.74,18058.24,15108.84
336 - PERITONEAL ADHESIOLYSIS W CC,IL,515,75239.17,16759.71,13917.84
336 - PERITONEAL ADHESIOLYSIS W CC,PA,568,85600.29,17158.61,13618.26
336 - PERITONEAL ADHESIOLYSIS W CC,NY,629,68504.13,21327.49,17856.31
336 - PERITONEAL ADHESIOLYSIS W CC,TX,783,82619.23,16056.83,12870.33
336 - PERITONEAL ADHESIOLYSIS W CC,FL,790,97890.84,15655.88,12945.71
336 - PERITONEAL ADHESIOLYSIS W CC,CA,953,121573.59,21483.85,18841.39
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,WY,12,37322.67,11996.67,10823.5
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,HI,16,48361,17565.44,11902.94
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,RI,16,30337.56,11487.56,9084.38
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,NV,18,88070.83,11116.72,9660.06
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,MT,19,25068.37,10019.42,8999.95
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,ND,20,25892.55,10016.65,8643.35
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,DE,23,35496.17,11189.7,8795.09
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,NM,24,57525.17,11748.67,10057.67
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,NH,29,41494.66,11950.76,9833.1
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,ID,32,42198.28,10186.97,8775.25
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,ME,36,32614.78,11678.44,8947.44
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,DC,40,47413.2,13759.58,9724.1
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,WV,43,28758.42,10808.05,8342.47
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,NE,46,55533.54,12681.78,8927.28
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,SD,47,42505.85,11164.13,9382.02
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,UT,48,31829.13,11741.69,8255.63
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,OR,64,37506.11,12960.14,10048.36
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,IA,70,38369.07,10153.03,8252.09
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,CT,76,41875.99,14209.2,10366.97
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,KS,77,51261.42,9838.3,8832.04
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,AR,79,41412.57,9839.09,7555.54
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,CO,79,63414.3,11709.96,9588.37
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,MS,83,42630.88,9029.78,7353.31
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,WA,85,50441.05,13389.54,9103.6
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,KY,91,43714.01,10069.49,8458.36
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,OK,91,51529.58,10395.25,8101.59
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,LA,92,50905.63,10628.96,8288.51
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,AL,111,47019.27,9477.12,7758.99
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,WI,112,42022.65,11449.58,8826.68
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,MN,117,34903.47,12752.37,9749.66
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,AZ,120,62168.03,11953.42,9640.15
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,TN,137,42280.28,9509.12,7839.67
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,MO,139,44140.71,10401.07,8156.68
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,MD,145,18818.94,17378.72,16097.03
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,SC,156,52920.67,11207.22,8109.29
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,GA,172,47408.24,10916.8,8614.73
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,MA,175,33694.93,13640.01,11561.77
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,IN,179,50355.08,10770.63,8458
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,VA,184,51453.2,11241.15,8106.58
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,IL,193,51030.96,12628.89,8622.6
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,OH,226,45039.8,11254.61,8286.17
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,MI,227,34769.21,11427.69,9495.75
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,NJ,232,67106.65,12301.37,10124.58
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,NC,241,39152.37,11648.38,8301.82
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,PA,322,55220.01,11635.55,8613.66
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,NY,395,46294.6,14345.54,11680.82
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,TX,403,64338.94,11831.62,9036.18
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,FL,418,73003.14,10194.11,8154.11
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,CA,447,86653.81,15442.32,12289.51
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,IA,11,62753.36,18155.36,16737.45
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,MS,12,84269.58,17791.58,16509.92
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,AZ,14,106297.64,23694.21,17226.5
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,AL,15,135220.53,19045.6,17721.33
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,AR,16,64622.44,17427.69,15960.69
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,MN,17,65901.82,26989.24,21784.59
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,OK,17,95655.59,21386.35,18771.18
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,WA,17,103262.12,29078.06,24516.71
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,WI,17,77551.12,23442.18,21080.76
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,KY,18,74781.5,18739.22,16831.39
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,LA,18,98807.11,20737.17,19148.94
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,MD,22,30992.86,28570,27602.36
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,TN,23,74778.22,18261.96,17239.78
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,MO,24,61918.38,18401,16858.88
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,MA,26,38880.35,26880.62,23666.96
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,NJ,28,131198.32,22509.89,20994.14
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,SC,28,80830.93,22169.61,16665.32
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,VA,29,72427.66,19615.14,17820.45
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,IN,30,66290.47,22247.33,16504.43
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,GA,31,82529.39,19347.87,17051.81
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,NC,35,66789.77,20993.37,17024.43
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,NY,36,74075.42,28441.06,24739.06
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,IL,37,103139.59,21441.51,19911.95
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,MI,39,59605.41,22285.33,19454.77
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,OH,41,75321.71,21756.61,18358.24
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,PA,46,96353.37,23339.04,17452.15
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,TX,68,125967.4,21772.63,18476.4
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,FL,74,121910.39,19542.5,17384.28
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,CA,86,180787.36,31278.42,27074.8
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,MT,11,33406.73,11049.45,9880.18
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,RI,11,35495.73,13988.18,11783.18
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,DE,13,34411.38,12240.69,10477
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,SD,13,52731.92,12418.92,10966.46
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,ND,14,31790.07,11395.5,9957.36
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,NH,16,39277.69,12785.25,11264.25
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,ID,17,38042.76,13023.35,9833.88
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,NM,17,52580.82,14460.82,11125.24
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,UT,17,33195.47,11423.76,9995
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,WV,18,35664.28,11575.17,8694.11
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,ME,22,42402.09,13781.95,11816.59
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,NE,24,38919.96,11294.88,9390.21
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,NV,24,75716.29,13006.25,10951.63
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,KS,33,44744.09,12085.82,8962.7
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,LA,34,58006.38,11271.97,8393.79
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,IA,35,42131.17,11605.77,10264.69
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,OR,35,41676.26,13598.34,10903.57
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,CT,37,46902.54,15918.19,11845
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,MS,38,62306.29,9748.55,8469.37
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,AR,41,40144.88,10267.93,8535.9
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,WA,45,51061.78,13898.51,10942.71
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,CO,46,68556.3,13181.98,10202.46
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,OK,46,41858.35,11088.24,9157.04
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,SC,50,65850.92,11706.98,10103.72
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,KY,54,44156.56,11257.85,9032.28
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,TN,56,48320.75,10801.13,8679.68
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,AL,58,53100.14,10943.97,7741.07
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,MD,60,18623.18,17331.12,14855.42
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,WI,65,44094.48,12076.85,10209.23
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,MN,67,40001.03,13411.16,10807.4
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,MA,71,31876.76,14816.83,13008.44
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,MO,72,48838.31,11318.76,9406.47
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,AZ,73,60317.79,13182.73,10272.44
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,GA,74,54443.09,11165.31,9239.58
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,IN,75,48090.11,11617.31,9178.48
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,MI,77,35192.12,14037.39,9901.35
