,DRG Definition,Provider State, Total Discharges ,Average Covered Charges,Average Total Payments,Average Medicare Payments,Percent Actually Paid,Percent Covered by Medicare
10058,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,RI,21,22575.81,6437.81,4330.29,0.7148359239380557,0.19181105794210704
10059,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,NH,23,20120.39,4991.0,4152.91,0.7519431780397895,0.20640305679959484
10060,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,NE,24,16959.42,4835.0,3503.46,0.7149077032115485,0.20657899857424372
10061,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,DE,26,16812.92,5797.23,3569.62,0.6551919595168477,0.2123141012982873
10062,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,NM,26,17069.23,6180.88,4880.46,0.6378934492065547,0.28592150905459707
10063,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,DC,27,24957.81,6729.74,4424.78,0.7303553476847527,0.17729039527105941
10064,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,UT,27,23003.93,5355.7,3155.74,0.7671832595560846,0.13718264661733887
10065,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,OR,29,22922.72,7615.24,4845.48,0.6677863709018825,0.21138329133715367
10066,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,IA,34,14367.0,4919.76,3880.94,0.6575652537064105,0.27012876731398344
10067,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,WV,38,16905.13,4857.39,3390.29,0.712667693179526,0.20054799933511305
10068,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,NV,41,44136.2,6269.41,4309.78,0.8579531087859851,0.09764728272936954
10069,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,CO,47,27476.81,5451.4,3679.91,0.8015999673906834,0.13392784679153075
10070,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,KS,47,23477.23,4425.02,2886.55,0.8115186501985114,0.12295104660984282
10071,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,MN,52,21074.21,5338.46,3587.94,0.7466827938034214,0.17025264529488887
10072,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,WI,54,20921.61,5868.07,3263.07,0.7195211076011837,0.15596648632681712
10073,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,AZ,60,28332.08,5496.9,3963.77,0.8059831823148882,0.13990395339840914
10074,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,MS,60,21542.13,4312.55,3230.1,0.7998085611775624,0.14994338999903908
10075,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,AR,61,17630.39,4108.36,3108.03,0.7669728236301069,0.1762882159725338
10076,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,CT,62,22956.19,5924.39,4786.23,0.7419262516994327,0.2084940924430404
10077,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,SC,64,29719.05,5139.25,3364.3,0.8270721977990548,0.11320348396062459
10078,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,WA,67,23655.45,5485.12,4012.69,0.7681244702594963,0.16963067707441626
10079,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,LA,72,18810.5,4441.31,3390.63,0.7638919752266021,0.1802519869221977
10080,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,OK,73,17861.22,4524.08,3301.52,0.7467093513209064,0.18484291666526698
10081,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,TN,89,21577.92,4699.62,3170.76,0.782202362414913,0.14694465453574768
10082,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,KY,92,20354.86,4548.45,3368.78,0.776542309797267,0.16550248933178613
10083,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,IN,96,19410.56,5260.21,3254.88,0.7290026665897327,0.16768604306109663
10084,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,MO,97,20890.88,4810.95,3496.76,0.7697105148275228,0.16738213038416763
10085,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,VA,99,21965.78,4917.63,3266.41,0.7761231333465053,0.14870448488512586
10086,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,GA,102,21707.29,4726.45,3446.54,0.7822643913634544,0.15877338903197957
10087,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,AL,111,20136.49,4226.91,3047.48,0.7900870509209897,0.15134117217052226
10088,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,MD,115,8590.39,7980.66,6841.66,0.07097815116659426,0.7964318267273081
10089,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,NC,115,21023.63,5427.55,3601.07,0.7418357343617634,0.1712867853933883
10090,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,NJ,137,40104.96,5741.96,4307.93,0.8568266867739053,0.10741638939422955
10091,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,MA,139,14951.27,6107.81,4894.63,0.5914855393555195,0.3273721897872221
10092,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,MI,148,17502.93,5481.09,4121.24,0.6868472878540907,0.23546000583902235
10093,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,OH,182,21097.2,5202.18,3652.38,0.7534184631135885,0.1731215516751038
10094,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,PA,194,31886.83,5906.2,3686.94,0.8147761944351319,0.11562579284300133
10095,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,IL,197,24910.87,5656.49,3788.86,0.7729308530773914,0.152096654994386
10096,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,NY,285,26998.96,7177.53,5576.2,0.734155315612157,0.20653388130505768
10097,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,CA,295,43369.52,6954.38,5456.12,0.8396482137685638,0.12580540434849175
10098,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,TX,352,28975.61,5130.99,3694.5,0.822920380278448,0.12750378680552368
10099,316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,FL,430,30745.64,4722.01,3510.03,0.8464169228547527,0.11416350415863843
10100,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",VT,21,93358.67,51410.52,48998.29,0.44932248927710733,0.5248392034719432
10101,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",WY,24,100548.0,48251.71,44001.08,0.5201126824999005,0.43761268249990054
10102,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",AK,43,160182.93,53952.26,50281.67,0.6631834615586067,0.3139015499341909
10103,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",ND,52,63434.69,34512.65,32363.75,0.45593412689492135,0.5101900868436497
10104,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",DC,55,181747.58,61883.96,37704.16,0.659506002775938,0.20745343624382787
10105,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",HI,60,104294.23,53563.33,44877.15,0.4864209649948995,0.4302936988939849
10106,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",DE,64,91431.8,40914.02,35783.91,0.5525187079331262,0.39137269527669805
10107,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",MT,66,81349.97,35561.76,34082.26,0.5628546636218796,0.4189584827136384
10108,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",RI,71,95357.69,41247.89,37574.51,0.5674403396307105,0.394037544323903
10109,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",ID,81,90221.63,33006.41,31777.56,0.6341630050354887,0.3522166469393204
10110,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",NH,88,115996.26,44767.3,41716.97,0.6140625568445052,0.3596406470346544
10111,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",NM,88,119464.34,42680.84,37216.83,0.642731546501659,0.31153087189030637
10112,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",ME,92,88886.22,39463.82,34716.73,0.5560186944613013,0.3905749395125589
10113,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",SD,112,126654.52,41850.66,37581.16,0.66956836597699,0.2967218224821349
10114,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",WV,118,101940.69,37036.17,33489.32,0.636689039479721,0.32851769004114056
10115,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",NV,123,204499.36,39340.4,35721.74,0.8076258038166966,0.1746789818804323
10116,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",UT,128,83890.12,37460.77,32690.05,0.5534543281139662,0.3896769965283159
10117,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",NE,154,136911.74,43444.94,38086.12,0.6826792209345962,0.27818008886600964
10118,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",OR,157,118151.88,46360.14,42810.24,0.6076224940305648,0.36233227943558743
10119,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",IA,177,95734.27,34054.01,31742.32,0.6442861056965286,0.33156695089438715
10120,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",KS,185,157190.82,37078.59,34292.14,0.7641173320426727,0.21815612387542732
10121,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",AR,186,117467.09,32196.92,30037.05,0.7259068901766443,0.2557060875518411
10122,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",CT,201,125606.03,45612.68,42033.54,0.6368591539753307,0.3346458764758348
10123,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",MS,205,131461.24,32364.74,30112.76,0.7538077383113075,0.2290618892686544
10124,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",CO,228,162311.68,39114.54,35273.18,0.7590158637998201,0.21731757073797772
10125,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",LA,286,119657.83,34682.24,30029.17,0.7101548640820246,0.2509586710706687
10126,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",OK,298,142402.02,35180.32,32049.33,0.7529506955027744,0.2250623270653043
10127,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",SC,303,162647.82,38414.46,34817.95,0.7638181686050266,0.21406957683170913
10128,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",AL,311,146837.18,33381.23,29156.92,0.7726650021472763,0.1985663304075984
10129,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",AZ,321,156162.13,39659.42,36896.21,0.7460368912744723,0.23626861390786613
10130,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",WI,323,102514.4,39286.45,35463.8,0.6167713999204014,0.34593969237492495
10131,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",MD,329,44009.28,40642.28,38544.16,0.07650659133709982,0.8758189181917997
10132,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",KY,341,117342.58,36143.0,32800.6,0.6919873416793801,0.2795285394270349
10133,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",WA,354,143632.0,43360.49,39852.05,0.6981139996658127,0.277459410159296
10134,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",MN,389,101453.39,46660.66,40965.63,0.5400778623562997,0.4037876900909866
10135,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",TN,420,117598.14,31342.92,28831.22,0.7334743559719568,0.24516731302042705
10136,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",MA,444,90445.99,45659.33,41095.3,0.4951757396872985,0.4543628744624278
10137,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",GA,456,128264.09,36314.45,33289.63,0.7168774986046368,0.2595397511493669
10138,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",MO,457,106132.22,33979.3,32199.07,0.6798399204313261,0.30338637974405885
10139,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",VA,477,127019.3,39409.67,33685.23,0.689734788335316,0.2651977297938187
10140,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",IN,535,126116.72,38088.02,33841.31,0.6979938901043415,0.26833325509892736
10141,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",NJ,549,206260.92,42282.22,38313.06,0.7950061504622398,0.18575045626675182
10142,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",NC,575,89750.78,36966.97,32704.07,0.5881153344851153,0.3643875852666684
10143,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",MI,634,93280.06,39467.93,36088.0,0.5768878150378548,0.3868779672740348
10144,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",PA,712,192086.07,41155.61,34558.43,0.7857439115704747,0.17991117211154353
10145,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",OH,744,115705.9,35924.67,32145.05,0.6895173884823506,0.2778168615429291
10146,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",IL,813,132757.11,38947.45,34478.21,0.7066262590380281,0.2597089526881084
10147,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",NY,935,149403.51,50834.22,45016.84,0.6597521704811353,0.30131045783328647
10148,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",TX,1199,166699.24,36777.2,32717.69,0.7793799179888282,0.19626778142479834
10149,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",FL,1350,176137.71,33978.72,31146.6,0.8070900319982586,0.17683095800439327
10150,"326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",CA,1417,251380.29,51720.73,48617.75,0.7942530418753196,0.19340319004326073
10151,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",WY,32,39686.81,21389.94,18629.28,0.46103151147698695,0.46940734213709795
10152,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",VT,34,40188.35,21933.74,20553.26,0.454226411385389,0.5114233353695785
10153,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",AK,49,67686.14,25956.2,24344.98,0.6165211962153552,0.35967452125353877
10154,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",HI,63,49801.43,29119.05,22103.11,0.41529691014896564,0.4438248058338887
10155,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",ND,64,31209.64,17225.34,15252.47,0.44807629950233324,0.48871021902207135
10156,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",NM,72,49842.79,19669.65,17834.44,0.6053661923820878,0.3578138382702894
10157,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",DC,78,93881.92,25626.69,18918.37,0.7270327449630344,0.20151238917994008
10158,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",DE,82,47308.91,20374.12,16253.39,0.5693386298690881,0.3435587503495641
10159,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",RI,82,40415.91,20089.17,17578.07,0.5029390653334295,0.43492946218457035
10160,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",ID,84,47262.57,18514.98,15979.58,0.6082527886232171,0.33810222338734436
10161,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",NH,91,53258.03,20189.11,17543.68,0.6209189487481981,0.32940910506828736
10162,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",MT,93,31731.17,16649.1,15319.58,0.4753077179316111,0.48279278702928385
10163,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",ME,122,40599.12,18441.26,16776.58,0.545771928061495,0.4132252127632323
10164,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",NV,129,98002.45,19475.4,17415.77,0.801276396661512,0.177707496088108
10165,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",SD,135,53171.87,17967.74,16064.82,0.6620818489174822,0.302130054857954
10166,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",WV,151,42154.82,17541.54,14746.93,0.5838781899673632,0.3498278488675791
10167,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",UT,154,41896.86,19023.19,15835.9,0.5459518923375165,0.37797343285391793
10168,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",AR,169,49315.67,15950.01,13905.73,0.6765731865753826,0.28197386347990405
10169,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",KS,184,70620.21,16913.23,15038.9,0.7605043938555267,0.21295462021424177
10170,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",MS,195,64892.28,16479.23,13760.74,0.7460525350627225,0.21205511657164766
10171,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",NE,196,56408.94,17897.97,15178.63,0.6827104001599746,0.269081993031601
10172,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",OR,196,49560.02,22381.95,19444.94,0.5483869861230887,0.39235133480575674
10173,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",IA,202,49218.24,17380.44,15368.03,0.6468699408999591,0.3122425751103656
10174,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",CT,240,60680.02,22638.03,19813.83,0.6269277762268372,0.3265297209855897
10175,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",OK,265,68047.27,17416.58,14898.86,0.7440517452059429,0.21894868082143487
10176,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",LA,287,58130.54,16496.5,14215.89,0.7162162952554716,0.24455114299643524
10177,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",CO,305,79304.23,18275.11,16077.88,0.7695569328395219,0.2027367266537989
10178,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",SC,353,64329.36,18018.71,14899.79,0.7198991253760336,0.23161725843378514
10179,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",KY,365,57377.65,17301.65,14918.9,0.6984601146962275,0.2600123915845281
10180,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",AL,374,66192.81,15565.7,13346.1,0.7648430395990139,0.2016246175377658
10181,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",AZ,388,76550.11,19879.13,17385.78,0.7403121955017439,0.2271163294213424
10182,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",WI,437,53316.57,19697.5,16238.11,0.6305557540554465,0.3045602896060268
10183,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",WA,440,71460.59,22106.26,18951.0,0.6906510287698436,0.26519512363387987
10184,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",MD,444,26815.16,24826.02,22443.17,0.0741796804494174,0.8369582728575924
10185,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",MN,476,47003.82,20864.78,17685.88,0.556104588946175,0.3762647376319627
10186,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",GA,480,61603.81,17475.65,15263.21,0.716321928789794,0.24776405874896373
10187,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",TN,482,57555.42,15911.75,13605.94,0.7235403720448916,0.23639719769224168
10188,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",MO,508,58619.56,16908.22,15258.38,0.7115601004169939,0.26029502780300634
10189,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",IN,540,60781.53,17391.0,15558.62,0.7138768964848368,0.25597611642879015
10190,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",VA,543,57477.17,18390.55,14730.01,0.6800373087262298,0.2562758396072736
10191,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",NJ,575,96139.68,20765.37,18118.45,0.7840083303792982,0.18845964538263496
10192,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",MA,595,53455.56,23068.55,21004.98,0.5684536837702195,0.39294284822757447
10193,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",NC,610,52015.62,18752.77,15288.77,0.6394781029236988,0.29392651668864084
10194,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",MI,664,48180.84,19583.32,17014.03,0.5935454840554876,0.3531285465342655
10195,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",OH,813,57218.69,18104.63,15044.6,0.6835888762919947,0.26293157008662726
10196,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",PA,904,100949.92,20753.65,16657.82,0.7944163799238275,0.16501073007289158
10197,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",IL,924,67286.57,19383.32,16670.99,0.711928844047185,0.24776103165906657
10198,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",NY,973,69430.88,23828.21,20280.03,0.6568067407470567,0.29208948525497586
10199,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",TX,1400,78550.65,17471.51,14943.28,0.7775765063688207,0.19023750917401705
10200,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",FL,1538,87659.77,16980.24,14692.76,0.8062938107184173,0.16761120865363893
10201,"327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",CA,1627,119383.91,25516.72,22172.99,0.7862633247646186,0.18572846206829716
10202,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",WY,14,31670.14,13190.79,12006.79,0.5834944209277255,0.3791202059731975
10203,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",AK,15,68376.8,13182.93,11932.0,0.8072017116916849,0.1745036328111289
10204,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",VT,18,31959.17,12879.89,11523.44,0.5969892209340856,0.36056756167322246
10205,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",HI,20,35485.15,19547.1,14979.95,0.44914703756360064,0.4221470107918383
10206,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",ND,29,29021.59,10145.41,7996.07,0.6504185332368075,0.2755214307692997
10207,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",RI,31,28276.48,13922.03,11549.29,0.5076462841202299,0.40844157405730847
10208,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",MT,36,34113.61,9818.89,8598.5,0.7121708901520537,0.25205482503903864
10209,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",NM,39,42203.28,9730.64,8359.28,0.7694340345110617,0.1980718086366747
10210,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",DE,44,30071.3,12289.41,9228.89,0.5913242859470658,0.30690026703202056
10211,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",NH,46,44206.11,12214.2,10388.26,0.7236988280579314,0.2349960220431067
10212,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",DC,47,68413.43,14085.74,11060.45,0.794108554416874,0.16167074213352556
10213,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",SD,47,40548.49,10516.66,8896.34,0.7406399103887715,0.2194000319124091
10214,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",ID,49,37828.67,11082.12,8443.39,0.7070444189552526,0.22320081567763286
10215,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",NV,70,66578.26,10601.91,9094.06,0.8407601820774528,0.13659203469721198
10216,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",ME,82,27944.4,10680.13,9150.83,0.6178078613246305,0.32746561028327675
10217,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",NE,97,46510.34,10993.2,8296.66,0.763639655182052,0.1783831294288539
10218,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",WV,99,28254.87,9828.34,7957.33,0.6521541242270801,0.28162684875209126
10219,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",IA,102,39630.95,10107.34,8633.7,0.7449634692077782,0.21785246127079974
10220,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",MS,102,46264.29,9286.14,7813.67,0.7992806114608049,0.1688920331426247
10221,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",CT,111,41743.86,14032.3,10701.38,0.6638475694389546,0.2563581805803296
10222,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",UT,122,30558.52,11681.1,8605.39,0.6177465400811295,0.2816036247828756
10223,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",OK,133,49313.75,9906.43,8531.7,0.7991142429849687,0.17300854224227524
10224,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",OR,136,38303.43,12780.52,10460.35,0.6663348425976473,0.2730917309494215
10225,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",KS,142,55709.01,10361.38,8832.77,0.8140089008941284,0.15855191108224684
10226,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",AR,151,39199.6,9351.35,7503.81,0.7614427188032531,0.19142567781303893
10227,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",WI,187,41361.36,11318.12,9005.44,0.7263600616614153,0.21772591616910084
10228,"328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",SC,197,50783.94,10502.96,8532.57,0.7931834355506879,0.16801709359297445
